"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特開2014-223628","特願2014-166090","2014/08/18","2014/12/04","アンモニアベースのＣＯ２吸収性溶液からの不揮発物の除去","アルストム　テクノロジー　リミテッド","B01D53/14,102,B01D53/14,103,B01D53/34,135@Z,B01D53/34,B01D53/14,210,B01D53/14,220,B01D53/62,B01D53/73,B01D53/76,B01D53/78,B01D53/96","(57)【要約】
【課題】システムは、ＣＯ２がアンモニア化溶液流によ<BR>ってガス流から除去されるように、ガス流と循環するア<BR>ンモニア化溶液流とを接触させることによって、二酸化<BR>炭素（ＣＯ２）をガス流から除去するように構成されて<BR>いる。
【解決手段】循環するアンモニア化溶液流からの不揮発<BR>性化合物の除去方法は、循環するアンモニア化溶液流の<BR>一部を、気液分離装置中に導入する工程；及び導入され<BR>たアンモニア化溶液を、アンモニアリッチ気相と不揮発<BR>性化合物を含む液相とに分離する工程；及びアンモニア<BR>リッチ気相を循環するアンモニア化溶液流に再導入する<BR>工程を含む。
【選択図】図７
","特開2014-223628","","特許5859076","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2014-223628/659C6A5970305FA3C8F5C2C9F82C325D77734D22A976B627426A5E0D63E52AB5/11/ja"
"特開2014-217818","特願2013-099568","2013/05/09","2014/11/20","二酸化炭素回収システムおよびその運転方法","株式会社東芝","B01D53/14,102,B01D53/14,103,B01D53/14,B01D53/34,135@Z,C01B31/20@B,B01D53/14,210,B01D53/14,220,B01D53/62,B01D53/78,B01D53/96,C01B32/50","(57)【要約】
【課題】システム内の吸収液のアミン濃度の低下を抑制<BR>しつつ、常温で固体または液体のアミンを吸収液に容易<BR>に補給可能な二酸化炭素回収システムを提供する。
【解決手段】一の実施形態による二酸化炭素回収システ<BR>ムは、二酸化炭素を吸収液に吸収させ、前記二酸化炭素<BR>を吸収した前記吸収液であるリッチ液を排出する吸収塔<BR>と、前記リッチ液から前記二酸化炭素と水蒸気を放出さ<BR>せ、前記リッチ液よりも二酸化炭素溶存濃度が低下した<BR>前記吸収液であるリーン液と、前記二酸化炭素と前記水<BR>蒸気とを含む再生塔排出ガスとを排出する再生塔とを備<BR>える。さらに、前記システムは、前記再生塔排出ガスを<BR>前記二酸化炭素と凝縮水とに分離する凝縮部と、前記凝<BR>縮水と補給アミンとを混合し、前記補給アミンが溶解し<BR>た補給アミン水溶液を生成する混合部と、前記補給アミ<BR>ン水溶液を前記吸収液に混入させることにより、前記吸<BR>収液に前記補給アミンを補給する補給部とを備える。
【選択図】図１
","特開2014-217818","","特許6216150","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2014-217818/6E9950BEA05D1F5D120F51D19D117AA4F68DFA04F60A982D0A23170550880FF3/11/ja"
"特開2014-213298","特願2013-094997","2013/04/30","2014/11/17","圧縮機不純物分離機構のアルカリ調整剤供給方法及び装置","株式会社ＩＨＩ","B01D53/14@C,B01D53/34,125@Q,B01D53/34,130@D,B01D53/34,134@B,B01D53/34,135@Z,B01D53/34,136@A,C01B31/20@C,F04B39/16@Z,F25J1/00@D,F25J3/06,F25J3/08,B01D53/14,200,B01D53/50,200,B01D53/56,200,B01D53/62,B01D53/64,100,B01D53/68,120,B01D53/75,B01D53/78,B01D53/79,B01D53/81,B01D53/18,150,C01B32/50","(57)【要約】
【課題】酸素燃焼装置からの排ガス中に含まれる不純物<BR>を簡単な装置により低コストで除去できるようにする。
【解決手段】圧縮機不純物分離機構１００で加圧・冷却<BR>して不純物が除去された排ガス２を冷凍機式熱交換器９<BR>により更に冷却し、冷凍機式熱交換器９での冷却によっ<BR>て発生したドレンＤ４を取り出し、ドレンＤ４をアルカ<BR>リ調整剤１０として、少なくとも最前段の不純物分離装<BR>置６ａのアフタークーラ５ａの上流側に供給する。
【選択図】図１
","特開2014-213298","","特許6056638","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2014-213298/45187E727FAA90E7BC35802AD7334BF08F44D85AE3E8912FDEF5DF1CF68732B7/11/ja"
"特開2014-213297","特願2013-094996","2013/04/30","2014/11/17","圧縮機不純物分離機構の腐食防止方法及び装置","株式会社ＩＨＩ","B01D53/18@E,B01D53/34,125@A,B01D53/34,125@K,B01D53/34,130@B,B01D53/34,134@B,B01D53/34,135@Z,B01D53/34@Z,F25J1/00@D,F25J3/06,F25J3/08,B01D53/18,150,B01D53/34,B01D53/50,200,B01D53/50,270,B01D53/56,220,B01D53/62,B01D53/68,120,B01D53/76,B01D53/78,B01D53/79,B01D53/81","(57)【要約】
【課題】酸素燃焼装置からの排ガス中に含まれる硫黄酸<BR>化物によって圧縮機が腐食する問題を簡単な装置により<BR>低コストで防止する。
【解決手段】最前段の不純物分離装置６ａにおける圧縮<BR>機４ａの上流側にアルカリ調整剤９を供給し、排ガス２<BR>中の少なくとも硫黄酸化物を含む不純物を最前段の不純<BR>物分離装置６ａにおけるアフタークーラ５ａのドレン１<BR>６と共に取り出す。
【選択図】図１
","特開2014-213297","","特許6056637","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2014-213297/2F3B9B9B26B2500A1123B838527BF39D9B45DBE5D769E0723CB8A41538550B8B/11/ja"
"特開2014-213276","特願2013-093387","2013/04/26","2014/11/17","二酸化炭素の回収方法及び回収装置","株式会社ＩＨＩ","B01D53/14,103,B01D53/34,135@Z,B01D53/34,C01B31/20@B,B01D53/14,220,B01D53/62,B01D53/75,B01D53/78,B01D53/96,C01B32/50","(57)【要約】
【課題】  吸収液の再生に要するエネルギーを削減し、<BR>操業費用が低減可能で装置構造的に有利な二酸化炭素の<BR>回収方法及び回収装置を提供する。
【解決手段】  二酸化炭素の回収装置において、ガスに<BR>含まれる二酸化炭素を吸収液に吸収させる吸収塔は、第<BR>１吸収部及び第２吸収部を有し、ガスは第１吸収部を経<BR>て第２吸収部に供給される。吸収液を加熱して再生する<BR>再生塔は、第１再生部及び第２再生部を有し、第１再生<BR>部は外部熱源を有し、第２再生部は、第１再生部から放<BR>出されるガスの熱で加熱される。吸収液の循環は、第２<BR>吸収部と第１再生部とを循環する循環系と、循環系の吸<BR>収液の一部が第２吸収部から第１吸収部及び第２再生部<BR>を順次経由して第１再生部に向かう支流系がある。再生<BR>塔から排出される回収ガスを圧縮して吸収液との熱交換<BR>によってガスの熱を回収し、再生塔へ供給する。回収ガ<BR>スから凝縮水を分離し、吸収塔へ還流する吸収液に添加<BR>する。
【選択図】    図１
","特開2014-213276","","特許6064771","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2014-213276/E0126B0DDA30A3CEEB504AC824726D8852FFD29DA968224B220ACE6FA6F7BA7F/11/ja"
"特開2014-213275","特願2013-093386","2013/04/26","2014/11/17","二酸化炭素の回収方法及び回収装置","株式会社ＩＨＩ","B01D53/14,103,B01D53/34,135@Z,C01B31/20@B,B01D53/14,220,B01D53/62,B01D53/78,B01D53/96,C01B32/50","(57)【要約】
【課題】  吸収液の再生に要するエネルギーを削減して<BR>操業費用を低減可能な二酸化炭素の回収方法及び回収装<BR>置を提供する。
【解決手段】  回収装置の吸収塔及び再生塔は２段以上<BR>に構成され、ガスは吸収塔の第１吸収部を経て第２吸収<BR>部に供給され、再生塔の第１再生部は外部加熱手段を有<BR>し、第２再生部は第１再生部から放出されるガスの熱で<BR>加熱される。再生塔から排出される回収ガスを圧縮器で<BR>圧縮し、熱回収システムで回収ガスの熱を回収して再生<BR>塔へ供給し、回収ガスの凝縮水を気液分離器で分離する<BR>。吸収液の循環システムは、第１吸収部と第２再生部と<BR>を循環する第１循環系と、第２吸収部と第１再生部とを<BR>循環する第２循環系を有し、第１再生部から第２吸収部<BR>へ還流する吸収液に気液分離器の水を供給する。
【選択図】    図１
","特開2014-213275","","特許6064770","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2014-213275/7E7BC09F18D295EEFED07141CDEF656C2232E0220518D315EA837E5B7931692D/11/ja"
"特表2016-523691","特願2016-511746","2014/04/04","2014/11/06","気体分離のための物理吸収溶媒及びイオン液体の混合物","ユーオーピー　エルエルシー","B01D53/14,210,B01D53/62,C01B31/20@B,B01D53/78,C01B32/50,B01D53/96","(57)【要約】
本発明は、吸収剤組成物、及び気体混合物の精製方法を<BR>包含する。本組成物は、物理吸収溶媒及びイオン液体の<BR>混合物を含む。この混合物は、物理吸収溶媒と比べて二<BR>酸化炭素のような気体成分の改良された吸収を与えたこ<BR>とが見出された。
【選択図】図１
","特表2016-523691","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2016-523691/BDB6D3B0F81C3DF46D188AE4E857F5D75BCBB4E64A6B74B5153CA4DB88C59E43/11/ja"
"特開2014-205102","特願2013-083401","2013/04/11","2014/10/30","被処理ガス中の二酸化炭素を回収する方法およびそのための装置","三菱日立パワーシステムズ株式会社","B01D53/14,103,B01D53/34,135@Z,B01D53/34,B01D53/14,220,B01D53/62,B01D53/73,B01D53/75,B01D53/78,B01D53/79,B01D53/96","(57)【要約】
【課題】被処理ガス中の二酸化炭素を高効率で回収する<BR>ことができる方法およびそのための装置を提供する。
【解決手段】二酸化炭素を含む被処理ガスとアミン類を<BR>含むCO2リーン吸収液とを接触させて、二酸化炭素をCO2<BR>リーン吸収液に吸収させて、CO2リッチ吸収液を得る工<BR>程(I)、  工程(I)で得られたCO2リッチ吸収液をCO2リー<BR>ン吸収液の蒸気で加熱して二酸化炭素を脱離させてCO2<BR>リーン吸収液に再生する工程(II)、  工程（II）で再生<BR>されたCO2リーン吸収液の一部をフラッシュ蒸発させて<BR>蒸気を得る工程（III）、  工程（III)で得られたCO2リ<BR>ーン吸収液の蒸気を、適正温度に制御しつつ、加圧して<BR>工程(II)に供給する工程（IV）を有する方法によって被<BR>処理ガス中の二酸化炭素を回収する。
【選択図】図１
","特開2014-205102","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2014-205102/E06AFA300CD7C36CE565BCD91F9F143F388E1F5D9FDF0F129036C2619F7395D8/11/ja"
"特開2014-205101","特願2013-083400","2013/04/11","2014/10/30","被処理ガス中の二酸化炭素を回収する方法およびそのための装置","三菱日立パワーシステムズ株式会社","B01D53/14,103,B01D53/14,B01D53/34,135@Z,C01B31/20@B,B01D53/14,220,B01D53/62,B01D53/78,B01D53/96,C01B32/50","(57)【要約】
【課題】吸収塔から抜き出されたCO2リッチ吸収液をCO2<BR>リーン吸収液との熱交換で十分に加熱することができな<BR>かった場合でも、省エネルギにて吸収液の再生性能を向<BR>上させ、被処理ガス中の二酸化炭素を高効率で回収する<BR>ことができる方法およびそのための装置を提供する。
【解決手段】二酸化炭素を含む被処理ガスとアミン類を<BR>含むCO2リーン吸収液とを接触させて、二酸化炭素をCO2<BR>リーン吸収液に吸収させて、CO2リッチ吸収液を得る工<BR>程(I)、高温度のCO2リーン吸収液を工程（I）で得られ<BR>たCO2リッチ吸収液に混ぜる工程（II）、工程(II)で得<BR>られた混合吸収液を加熱して二酸化炭素を脱離させてCO<BR>2リーン吸収液に再生する工程(III)、および  工程（II<BR>I)で再生されたCO2リーン吸収液を前記二酸化炭素吸収<BR>工程(I)に供給する工程(IV)、を有する方法によって被<BR>処理ガス中の二酸化炭素を回収する。
【選択図】図１
","特開2014-205101","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2014-205101/3749F5CB086D2BDBA461831D12794E7D39BCE23C9E1AEBDC8FD4B1E2DB97D022/11/ja"
"特開2014-200774","特願2013-081405","2013/04/09","2014/10/27","二酸化炭素回収システムおよびその運転方法","株式会社東芝","B01D53/14,103,B01D53/34,135@Z,C01B31/20@B,B01D53/14,220,B01D53/62,B01D53/78,B01D53/96,C01B32/50","(57)【要約】
【課題】処理対象ガスの二酸化炭素濃度やガス流量が急<BR>激に変化しても、安定した運転を継続可能な二酸化炭素<BR>回収システムおよびその運転方法を提供する。
【解決手段】一の実施形態による二酸化炭素回収システ<BR>ムは、二酸化炭素を含む処理対象ガスと、前記二酸化炭<BR>素を吸収するための吸収液とを接触させる吸収塔と、前<BR>記吸収塔から排出された前記吸収液から前記二酸化炭素<BR>を放散させる再生塔とを備える。さらに、前記システム<BR>は、前記処理対象ガスを前記吸収塔に導入するための処<BR>理対象ガスラインを備える。さらに、前記システムは、<BR>前記処理対象ガスラインに、前記処理対象ガスよりも二<BR>酸化炭素濃度の高い第１のガスを導入する第１の導入機<BR>構を備える。さらに、前記システムは、前記処理対象ガ<BR>スラインに、前記処理対象ガスよりも二酸化炭素濃度の<BR>低い第２のガスを導入する第２の導入機構を備える。
【選択図】図１
","特開2014-200774","","特許6148522","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2014-200774/38849006F817BA3A61AFAF09F49FC5D44B236A7D7901C1DD9F8E5769CCECF306/11/ja"
"特表2016-515936","特願2016-506815","2014/02/18","2014/10/23","吸収媒体、吸収媒体を製造するための方法、並びに酸性ガスから硫化水素を分離するための方法及び装置","シーメンス　アクティエンゲゼルシャフト","B01D53/14,210,B01D53/14,220,B01D53/18,110,B01D53/18,130,B01D53/18,150","(57)【要約】
  本発明は、溶解したアミノ酸塩及び溶解した金属を含<BR>有する吸収媒体に関する。吸収媒体は、吸収装置で酸性<BR>ガスと接触する。吸収装置において、Ｈ２Ｓはガス相か<BR>ら液体相に移動する。さらに、二酸化炭素（ＣＯ２）も<BR>同様に、接触時間の関数としてガスから吸収される。洗<BR>浄溶液は吸収装置から再生タンクに運ばれる。再生タン<BR>クにおいて、溶液は、空気、酸素（Ｏ２）富化空気、又<BR>は純粋な酸素で処理される。溶液へのＯ２の導入の結果<BR>として、溶液中に存在するＨ２Ｓが溶解した金属触媒と<BR>反応する。再生後、存在する可能性のある固体を分離し<BR>、再生された洗浄溶液を吸収装置に再循環する。
","特表2016-515936","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2016-515936/C7419A272663A16D3B40BA4BAEA888B2F0B68BF53F2F28542B8D1A65D0F54115/11/ja"
