"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特開2022-183555","特願2021-090928","2021/05/31","2022/12/13","二酸化炭素固定装置及び二酸化炭素固定方法","環境工学株式会社","B01D53/18,110,B01D53/14,220,C25B1/16","(57)【要約】
【課題】  二酸化炭素固定における反応効率の向上、及<BR>び、連続運転が可能な二酸化炭素固定装置を提供する。
【解決手段】  本発明の二酸化炭素固定装置１は、反応<BR>塔１１、バブル状ガス供給装置１２、及び、水流生成装<BR>置１３を含み、反応塔１１の上方に排気孔１１０が設け<BR>られ、排気孔１１０には、開閉弁１１０１Ａが配置され<BR>、反応塔１１の排気孔１１０の下方に反応薬供給孔１１<BR>１が設けられ、反応塔１１は、反応薬供給孔１１１の下<BR>方に反応液ＲＳを貯留可能であり、反応塔１１の底部に<BR>排出孔１１２が設けられ、排出孔１１２には、ろ過装置<BR>１１２０が配置され、バブル状ガス供給装置１２は、反<BR>応液ＲＳ中に配置可能なように、反応塔１１内部におい<BR>て反応薬供給孔１１１の下方に配置され、水流生成装置<BR>１３は、反応液ＲＳ中に配置可能なように、かつ、バブ<BR>ル状ガス供給装置１２の上方に位置するように、反応塔<BR>１１内部において反応薬供給孔１１１の下方に配置され<BR>る。
【選択図】図１
","特開2022-183555","","特許7221553","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-183555/C62FF1FE636441ECEAECEE96DD7E3FE78479F93D0F90EB4B9CAE4BD547B7E970/11/ja"
"特開2022-180026","特願2021-086907","2021/05/24","2022/12/06","ミスト排出装置及び吸収液吸収塔","三菱重工業株式会社","B01D53/14,200,B01D53/62,B01D53/78","(57)【要約】
【課題】ミストの再飛散を抑制するミスト排出装置及び<BR>吸収液吸収塔を提供する。
【解決手段】デミスタにより捕集したミストを排出する<BR>ミスト排出装置であって、前記デミスタは、鉛直方向の<BR>下方側から上方側に向かってガスが流通するガス流路に<BR>設けられ、下方側が、前記ガスの流入側となり、上方側<BR>が、前記ガスの流出側となり、前記ガスに含まれる前記<BR>ミストを捕集しており、前記デミスタの流入側から下方<BR>側へ向かって突出して設けられる突出部を備える。
【選択図】図２
","特開2022-180026","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-180026/B9892FE229450ED097D4FCCF3A510423C3715417396C1A20EDB276CD0167BF4E/11/ja"
"特開2022-179865","特願2021-086646","2021/05/24","2022/12/06","吸着デバイス","パナソニックＩＰマネジメント株式会社","B01D53/04,110,B01J20/28@Z,B01D53/62","(57)【要約】
【課題】応用機器内部の限られたスペースに対して、要<BR>求される吸着量を満たす吸着デバイスを効率よく配置可<BR>能にする。
【解決手段】吸着デバイスは、気体の所定成分を吸着す<BR>る吸着材と、吸着材を気体と接触可能に保持するホルダ<BR>と、を備える。ホルダは、吸着材を収容する内部空間と<BR>、内部空間に気体を導入する導入口と、内部空間を通過<BR>した気体を排出する排出口と、を有する複数のセルが形<BR>成され、且つ板状に形成されたホルダ本体と、通気性を<BR>有し、セルの導入口と排出口とを覆う被覆材と、を有す<BR>る。ホルダ本体が、セルの導入口側と排出口側とが被覆<BR>材で覆われ且つ内部空間に吸着材が保持された状態で、<BR>屈曲自在に構成されている。
【選択図】図２
","特開2022-179865","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-179865/A96A1B2CC7D03DBAB82F0F9040FBE1F702ADE3541D7C1A79DD4AD4C323205C0C/11/ja"
"特開2022-177883","特願2021-084307","2021/05/19","2022/12/02","二酸化炭素回収システム","株式会社デンソー","B01D53/32,B01D53/62,B01D53/92,240,B01D53/81,B01D53/92,350,C01B32/50,C01G55/00,C01G39/06,C01G45/02","(57)【要約】
【課題】電気化学セルを用いた電界吸脱着式の二酸化炭<BR>素回収システムにおいて、ＣＯ2回収効率の低下を抑制<BR>する。
【解決手段】電気化学反応によってＣＯ2を含有するＣ<BR>Ｏ2含有ガスからＣＯ2を分離する二酸化炭素回収システ<BR>ムであって、ＣＯ2吸着材１０２ｂを含む作用極１０２<BR>と、対極１０３とを有する電気化学セル１０１を備える<BR>。作用極と対極との間に第１電圧が印加されることで、<BR>対極から作用極に電子が供給され、ＣＯ2吸着材は電子<BR>を取り込むとともにＣＯ2と電子軌道を共有する結合を<BR>伴うことなく電子のクーロン力によってＣＯ2を吸着す<BR>る。作用極と対極との間に第１電圧と異なる第２電圧が<BR>印加されることで、作用極から対極に電子が供給され、<BR>ＣＯ2吸着材は電子を放出するとともにＣＯ2を脱離する<BR>。
【選択図】図４
","特開2022-177883","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-177883/130BDB75154375A6FFEBC7BF4393E2854497DF31CE16FFBC1190C45EC3514451/11/ja"
"特開2022-169854","特願2021-075533","2021/04/28","2022/11/10","空気中の二酸化炭素を除去する方法","学校法人早稲田大学","B01D53/14,100,B01J20/02@B,B01J20/04@A,B01J20/06@A,B01J20/06@C,B01J20/08@A,B01J20/08@C,B01J20/10@A,B01J20/10@C","(57)【要約】
【課題】低コストで実施可能であり、実質的な二酸化炭<BR>素の削減を図ることができるとともに、二酸化炭素の貯<BR>留のリスクもなく、環境にも優しい空気中の二酸化炭素<BR>を除去する方法を提供すること。
【解決手段】本発明は、アルカリ土類金属を含む岩石を<BR>微粒子化し、得られた微粒子を所定の環境とした空間内<BR>で空気と接触させることにより、空気中の二酸化炭素を<BR>炭酸塩として鉱物化することで、二酸化炭素を岩石に固<BR>定して、空気中の二酸化炭素を除去する。本発明は、薬<BR>品を使用せず、低コストで空気中の二酸化炭素の除去を<BR>簡便に実施することができ、付随する二酸化炭素の発生<BR>量も少なく、質的な二酸化炭素の削減を図ることができ<BR>る。加えて、二酸化炭素の貯留におけるリスクもないと<BR>ともに、固定化された二酸化炭素は環境に無害な炭酸塩<BR>となり、環境にも優しいものである。
【選択図】図１
","特開2022-169854","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-169854/42E7EAB9713544C7AFB6F670A72CD77A6132CE8BCFFCFA46FF6150ACF8CFA88E/11/ja"
"特開2022-169852","特願2021-075531","2021/04/28","2022/11/10","二酸化炭素吸収剤、二酸化炭素吸収設備、二酸化炭素吸収方法及び二酸化炭素吸収剤の製造方法","北海道電力株式会社","B01J20/06@D,F23J15/00@Z,F23J1/00@Z,B01D53/14,100","(57)【要約】
【課題】環境に負荷を与えず、しかも低コストで二酸化<BR>炭素を吸収可能な二酸化炭素吸収剤、二酸化炭素吸収設<BR>備、二酸化炭素吸収方法及び二酸化炭素吸収剤の製造方<BR>法を提供する。
【解決手段】二酸化炭素吸収剤は、ガスに含まれる二酸<BR>化炭素を吸収させるための二酸化炭素吸収剤であって、<BR>バイオマスの燃焼灰であるバイオマス燃焼灰を含み、バ<BR>イオマス燃焼灰は酸化カルシウムを含む。バイオマスは<BR>、木質、家畜糞、下水汚泥及び農業残渣の少なくとも１<BR>つを含んでもよい。バイオマスは、鶏卵用の鶏から排出<BR>された糞であってもよい。
【選択図】図１
","特開2022-169852","","特許7336480","拒絶2023-009567","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-169852/87BBC2F62E1F3D8DD74AEE56753EB344717EA958AA52B605F6A062E6DD06AC1E/11/ja"
"特開2022-168949","特願2021-074663","2021/04/27","2022/11/09","二酸化炭素分離用アミン組成物","東ソー株式会社","B01D53/14,210,B01D53/62,B01D53/78,C01B32/50","(57)【要約】      （修正有）
【課題】低濃度の二酸化炭素を含有する混合ガスから二酸化炭素を取りきる能力が改良さ<BR>れた、二酸化炭素分離用組成物を提供する。
【解決手段】下記一般式（１）で示されるアミン化合物と、例えばピペラジンなどのアミ<BR>ン化合物（２）を含む、二酸化炭素分離用組成物を用いる。

【選択図】なし
","特開2022-168949","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-168949/22E0128788703083B85B15AD0532F1A5F35697DDF94DDBFFA0F4E18C095E4523/11/ja"
"特開2022-163279","特願2021-068120","2021/04/14","2022/10/26","二酸化炭素回収制御装置、二酸化炭素回収装置、炭化水素製造装置、二酸化炭素回収方法、およびプログラム","アイシン精機株式会社,トヨタ自動車株式会社,株式会社デンソー,株式会社豊田自動織機,株式会社豊田中央研究所","B01D53/04,230,B01D53/62,100,B01D53/82,B01D53/96,C07C1/12,C07C9/04,C01B32/50","(57)【要約】
【課題】二酸化炭素を含有する混合ガスから、吸着塔を<BR>用いて回収された二酸化炭素を含む回収ガスにおける、<BR>二酸化炭素濃度の変動を抑制する。
【解決手段】二酸化炭素回収制御装置は、第１吸着塔に<BR>混合ガスを供給させる吸着工程を実行させると同時に、<BR>第２吸着塔に水素を供給させる脱離工程を実行させる第<BR>１工程と、第２吸着塔に混合ガスを供給させる吸着工程<BR>を実行させると同時に、第１吸着塔に水素を供給させる<BR>脱離工程を実行させる第２工程と、を繰り返し実行させ<BR>る工程制御部と、吸着工程が実行されている吸着塔にお<BR>いて、所定の予測時刻における破過時間を予測する破過<BR>時間予測部と、予測された破過時間に応じて脱離工程に<BR>おいて流通させる水素流通量を決定する水素流通量決定<BR>部と、を備え、工程制御部は、二酸化炭素破過情報に基<BR>づいて第１工程と第２工程とを切替える。
【選択図】図１
","特開2022-163279","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-163279/0D55554F71326691C7F7969824531B8287AC3812CBB93933A71B13049230B46A/11/ja"
"特開2022-161757","特願2021-066826","2021/04/10","2022/10/21","燃焼システム及び燃焼方法","株式会社プランテック","F23L7/00@A,F23G5/44@F,C10L3/08,B01D53/62,B01D53/74,B01D53/81,F01K27/02@C,F23C9/08,402","(57)【要約】
【課題】二酸化炭素の排出を抑制することができるとと<BR>もに、大気に放出される排ガス量をも低減することが可<BR>能で、しかも、それぞれの設備に無駄がない燃焼システ<BR>ムを提供する。
【解決手段】本発明の燃焼システムは、被燃焼物を酸化<BR>剤を用いて燃焼する燃焼装置と、水を電気分解する水電<BR>気分解装置と、水電気分解装置で発生した酸素を酸化剤<BR>として燃焼装置に供給する酸素供給手段と、燃焼装置で<BR>発生した燃焼排ガスから二酸化炭素を分離する二酸化炭<BR>素分離手段と、水電気分解装置で発生した水素と二酸化<BR>炭素分離手段で燃焼排ガスから分離された二酸化炭素を<BR>合成してメタンガスを生成するメタンガス生成手段とを<BR>備える。
【選択図】図１
","特開2022-161757","","","拒絶2022-021396","","査定不服","手続補正","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-161757/22E8995634452EC454D45EA7DFBB133D9F32D903F253C35F7CE66A801711B925/11/ja"
"特開2022-160860","特願2021-065330","2021/04/07","2022/10/20","酸性ガス処理システム及び方法","株式会社東芝,東芝エネルギーシステムズ株式会社","B01D53/62,B01D53/22,B01D53/14,200,B01D53/14,220,B01D53/78,C01B32/50","(57)【要約】
【課題】酸性ガスを吸収した酸性ガス吸収液（リッチ吸<BR>収液）から酸素を除去する際、酸性ガス吸収液の有効成<BR>分や二酸化炭素等の酸素以外の酸性ガスが除去されるこ<BR>とを抑制できる酸性ガス処理システムを提供する。
【解決手段】一実施の形態によれば、酸性ガス処理シス<BR>テムは、排ガスＧ０内の酸性ガスを酸性ガス吸収液Ｌに<BR>吸収させる吸収器１と、吸収器１から排出された酸性ガ<BR>ス吸収液Ｌ（Ｒ）から酸性ガスを放散させ、酸性ガスを<BR>放散した酸性ガス吸収液と、放散された酸性ガスを含む<BR>ガスと、を排出する再生器６１と、吸収器１と再生器６<BR>１との間に設けられる酸素除去器４２と、を備える。酸<BR>素除去器４２は、膜４３によって仕切られる第１空間と<BR>第２空間とを有し、吸収器１から排出される酸性ガス吸<BR>収液Ｌ（Ｒ）を、第１空間に通して再生器６１側に送り<BR>つつ、酸性ガス吸収液Ｌ（Ｒ）中の酸素を含むガスを、<BR>第１空間を通過中の酸性ガス吸収液から膜４３を通して<BR>前記第２空間に移動させる。
【選択図】図１
","特開2022-160860","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-160860/032CCA05467EB5E7A9D2CD7142E3FBF679337748E122925E7B9F85D7C911BEDA/11/ja"
"特開2022-158946","特願2022-023271","2022/02/17","2022/10/17","ガス処理装置及び方法、並びに、二酸化炭素回収システム及び方法","株式会社東芝,東芝エネルギーシステムズ株式会社","B01D53/62,B01D53/86,200,B01D53/78,B01D53/46,B01D53/14,100,B01D53/14,210,B01D53/81,B01D53/14,311,C01B32/50","(57)【要約】
【課題】排ガスに対して二酸化炭素分離等の処理を行う<BR>処理剤（吸収溶媒等）への酸素の混入を抑制し、これに<BR>より処理剤の性能を良好に維持できるガス処理装置を提<BR>供する。
【解決手段】一実施の形態によれば、ガス処理装置は、<BR>排ガスＧに含まれる酸素を除去する酸素除去器２と、酸<BR>素除去器２によって酸素を除去された前処理済み排ガス<BR>Ｇ（Ｐ）を処理剤としての二酸化炭素吸収溶媒Ｓで処理<BR>するガス処理器３と、を備える。
【選択図】図１
","特開2022-158946","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-158946/52F24B704C835E58DE0AC60817ACF46B5D082336FB813257CCD1F532EDCB3184/11/ja"
"特開2022-156516","特願2021-060251","2021/03/31","2022/10/14","二酸化炭素の固定化方法","太平洋セメント株式会社","B01D53/14,210,B01D53/18,110,B01D53/62,B01D53/80","(57)【要約】
【課題】セメント水和物にＣＯ２を高効率に固定化する<BR>製造方法を提供する。
【解決手段】ＣＯ２をセメント水和物に固定する方法で<BR>あって、セメント水和物１１と、水１２とを容器１０に<BR>入れ、セメント水和物１１と水１２との混合液を撹拌し<BR>ながら、容器１０にＣＯ２１４を吹込むＣＯ２吹込み工<BR>程を含んでおり、ＣＯ２吹込み工程において、ＣＯ２吹<BR>込み速度は３６００ｋｇ／ｔ・ｈ以下、ＣＯ２吹込み量<BR>は８００ｋｇ／ｔ以下である。
【選択図】図１
","特開2022-156516","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2022-156516/E747FD06A55E33D4064BA647348EEBCDC289A2D02FB1AD2AC372A06D833DB2E2/11/ja"
