"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","要約","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特表2013-505131","特願2012-530932","2010/09/15","2011/03/24","洗浄容器において使用された溶液を再生する方法及びシステム","アルストム　テクノロジー　リミテッド","B01D53/14,103,B01D53/34,131,B01D53/34,135@Z,C02F1/20@B,B01D53/14,220,B01D53/58,B01D53/62,B01D53/75,B01D53/78,B01D53/79,B01D53/96","(57)【要約】
システム内で溶液から汚染物を除去して溶液を再生する<BR>ための方法及びシステム(100)を提供する。該方法は、<BR>洗浄容器(160)からの溶液(165)をストリッピング塔(181<BR>)に提供し、前記溶液(165)は、洗浄容器(160)に存在す<BR>る煙道ガスストリーム(150)から除去された汚染物を含<BR>むものであり及びストリッピング塔(181)内で、溶液を<BR>スチーム(185)と接触させ、これによって、溶液から汚<BR>染物を除去し、溶液を再生することを含んでなる。スト<BR>リッピング塔(181)は700 KPa以下の圧力で作動される。
【選択図】    図１
","特表2013-505131","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2013-505131/9993CC39FB1DAE0A0242CDD191C6CA73BCE4A38667424EA1600DDF0237416A7E/11/ja"
"特表2013-505124","特願2012-529904","2010/09/16","2011/03/24","含水鉱物の高温処理","アリゾナ・ボード・オブ・リージェンツ・オン・ビハーフ・オブ・アリゾナ・ステイト・ユニバーシティー,オリカ　エクスプロージブズ　テクノロジー　プロプライアタリー　リミティド","B01D53/14@A,B01D53/14@Z,B01J20/10@A,B01J20/10@C,B01J20/30,C01B33/22,B01D53/14,B01D53/14,100","(57)【要約】
  鉱物炭酸化による二酸化炭素の固定に関する、含水マ<BR>グネシウムシリケートの活性度を増大させることは、含<BR>水マグネシウムシリケートを急速に加熱することを含む<BR>。含水マグネシウムシリケートを急速に加熱することは<BR>、所定量の含水マグネシウムシリケートの粒子を火炎状<BR>態で加熱して、該粒子を実質的に脱ヒドロキシル化する<BR>ことを含む。脱ヒドロキシル化の粒子は、固定処理で二<BR>酸化炭素と接触して炭酸マグネシウムを生成することが<BR>できる。
","特表2013-505124","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2013-505124/904A909CD6C30E475DF456CB5943D9CA868C43892D6641DC75202D3ABF342447/11/ja"
"特表2013-505123","特願2012-529892","2010/09/16","2011/03/24","高圧高ＣＯ２除去構成および方法","フルオー・テクノロジーズ・コーポレイシヨン","B01D53/14@C,B01D53/14,103,B01D53/18@A,C01B31/20@B,C10L3/00@B,C10L3/10,B01D53/14,200,B01D53/14,220,B01D53/18,110,C01B32/50","(57)【要約】
  吸収器の底部に流し込まれる二相混合物を形成するた<BR>めに供給ガスを冷却準富溶媒と接触させることにより、<BR>本発明の主題による構成および方法において、高圧供給<BR>ガスからＣＯ２が除去される。吸収器からの富溶媒はそ<BR>の後、準富溶媒のための冷凍を発生させるために圧力が<BR>減少され、希薄溶媒は、準富溶媒を生成するために、吸<BR>収器内で部分処理供給ガスと向流的に接触する。その他<BR>の利点の中でもとりわけ、減圧富溶媒による供給ガスお<BR>よび準富溶媒の冷却は、溶媒の強化された再生を可能に<BR>するために富溶媒を加熱し、溶媒の外部冷凍および加熱<BR>は完全に回避されることが可能である。
","特表2013-505123","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2013-505123/7F8FCA1DFD6CE63D35716DD8766E2974C5D092D42CB21C0A627A5F59286423C9/11/ja"
"特表2013-505118","特願2012-529322","2010/08/30","2011/03/24","水銀を含む気流を精製する方法","レール・リキード－ソシエテ・アノニム・プール・レテュード・エ・レクスプロワタシオン・デ・プロセデ・ジョルジュ・クロード","B01D53/34,129@Z,B01D53/34,130@Z,B01D53/34,135@Z,B01D53/34,136@A,B01J20/06@A,B01J20/06@C,B01J20/08@C,B01J20/18@B,B01J20/18@E,B01J20/20@B,B01J20/20@D,B01D53/56,B01D53/56,200,B01D53/62,B01D53/64,100,B01D53/73,B01D53/75,B01D53/78,B01D53/81","(57)【要約】
  本発明は、窒素酸化物に由来するＣＯ２および元素水<BR>銀（Ｈｇ０）を含む気流を精製する方法に関し、前記方<BR>法は、以下の一連の工程を含む：ａ）気流を外界温度よ<BR>り低い温度Ｔ１まで冷却する工程（２）と；ｂ）冷却さ<BR>れた気流から窒素酸化物を除去する工程（３）と；ｃ）<BR>窒素酸化物の精製された気流を、好ましくは５℃～１５<BR>０℃の温度に加熱する工程（２）と；ｄ）少なくとも１<BR>つの吸着剤により、工程ｃ）からの気流から元素水銀（<BR>Ｈｇ０）を除去する工程（４）と；ｅ）ＣＯ２濃縮気流<BR>を回収する工程。
【選択図】      図２
","特表2013-505118","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2013-505118/03C30DC026A1265A9D2300687E5FF9F27882385C4394A67E4BBBCF7710205C21/11/ja"
"特表2013-504424","特願2012-529789","2010/09/01","2011/03/24","プロセスガスから二酸化炭素を除去する方法及びシステム","アルストム　テクノロジー　リミテッド","B01D53/14,103,B01D53/34,135@Z,B01D53/34,C01B31/20@B,B01D53/14,220,B01D53/62,B01D53/76,B01D53/78,B01D53/79,B01D53/96,C01B32/50","(57)【要約】
  プロセスガスから二酸化炭素を除去する方法であって<BR>、吸収装置101においてアンモニア性溶液をプロセスガ<BR>スと接触させて、アンモニア性溶液によってプロセスガ<BR>ス中の二酸化炭素の一部を捕捉する工程であって、アン<BR>モニア性溶液におけるアンモニア：二酸化炭素のモル比<BR>（Ｒ）を制御して、吸収装置101において、固体の沈殿<BR>が実質的に生じないようにする工程；捕捉した二酸化炭<BR>素を含むアンモニア性溶液を吸収装置101から排出する<BR>工程；吸収装置から排出したアンモニア性溶液を冷却し<BR>て、捕捉した二酸化炭素の少なくとも一部を固体塩とし<BR>て沈殿させる工程；沈殿した固体の少なくとも一部をア<BR>ンモニア性溶液から分離する工程；沈殿した固体の少な<BR>くとも一部が分離されたアンモニア性溶液を加熱して、<BR>加熱したアンモニア性溶液中に固体が実質的に存在しな<BR>いようにする工程；及び加熱したアンモニア性溶液を前<BR>記吸収装置101に再導入する工程を含んでなる二酸化炭<BR>素の除去法を開示する。プロセスガスから二酸化炭素を<BR>除去するシステムも開示する。
【選択図】    図１
","特表2013-504424","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2013-504424/CDCD64FC236A427D0E2B3316571CCA7E293F4083C9C22EE9145ABFB88CC3278C/11/ja"
"特表2013-504423","特願2012-529788","2010/09/01","2011/03/24","プロセスガスから二酸化炭素を除去する方法","アルストム　テクノロジー　リミテッド","B01D53/14,102,B01D53/14,103,B01D53/34,135@Z,C01B31/20@B,B01D53/14,210,B01D53/14,220,B01D53/62,B01D53/76,B01D53/78,B01D53/79,B01D53/96,C01B32/50","(57)【要約】
  本発明は、プロセスガスから二酸化炭素を除去する方<BR>法であって、ａ）アンモニア性溶液を、少なくとも第１<BR>吸収器を含んでなる吸収装置に導入し；ｂ）前記第１吸<BR>収器において、アンモニア性溶液をプロセスガスと接触<BR>させて、アンモニア性溶液によってプロセスガス中の二<BR>酸化炭素の一部を捕捉し；ｃ）アンモニア性溶液を吸収<BR>装置から排出し；ｄ）アンモニア性溶液を冷却して、捕<BR>捉した二酸化炭素の少なくとも一部を固体塩として沈殿<BR>させ；ｅ）冷却したアンモニア性溶液を分離器に導入し<BR>、分離器において、沈殿した固体の少なくとも一部をア<BR>ンモニア性溶液から除去し、その後、アンモニア性溶液<BR>を分離器から排出し；ｆ）アンモニア性溶液を加熱し；<BR>及びｇ）加熱したアンモニア性溶液を前記吸収装置に再<BR>導入することを含んでなる二酸化炭素の除去法に係る。<BR>本発明は二酸化炭素除去システムにも係る。
【選択図】    図２
","特表2013-504423","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2013-504423/C446F87C0C938FCA1143BF3F435C5A55611F2135EB671E733CAC43E23DF11A69/11/ja"
"特表2013-504422","特願2012-529787","2010/09/01","2011/03/24","ＣＯ２を捕捉するためのシングル吸収容器","アルストム　テクノロジー　リミテッド","B01D53/18@Z,B01D53/34,135@Z,C01B31/20@B,B01D53/18,B01D53/62,B01D53/75,B01D53/76,B01D53/78,B01D53/79,B01D53/96,C01B32/50","(57)【要約】
  CO2を含有する煙道ガスストリームからCO2を除去する<BR>ための方法及びシステムを提供するものであり、方法は<BR>、ａ）NH3を含んでなる第１のイオン性溶液流を煙道ガ<BR>スストリームと接触させて、煙道ガスストリームからCO<BR>2の第１の部分を除去する工程、ｂ）工程ａ）からの使<BR>用済みイオン性溶液を第１液だめ容器において集める工<BR>程、ｃ）イオン性溶液を第１液だめ容器から工程ａ）に<BR>再循環する工程、ｄ）NH3を含んでなる第２のイオン性<BR>溶液流を煙道ガスストリームと接触させて、煙道ガスス<BR>トリームからCO2の第２の部分を除去する工程、ｅ）工<BR>程ｄ）からの使用済みイオン性溶液を第２液だめ容器に<BR>おいて集める工程、及びｆ）イオン性溶液を第２液だめ<BR>容器から工程ｄ）に再循環する工程を含んでなる。
【選択図】    図１
","特表2013-504422","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2013-504422/5BA5124BD908917B93FAD1564D7F1F02AF7C1A8CB9522D8CA23DDF5240522345/11/ja"
"特表2013-504421","特願2012-529307","2010/09/07","2011/03/24","ＣａＯ及び固体の発熱還元を用いたＣＯ２の捕獲方法","コンセホ　スペリオール　デ　インベスティガシオネス　シエンティフィカス（セエセイセ）","B01D53/14@A,B01D53/34,135@Z,C01B3/38,C01B3/56@Z,C01B31/20@B,C10K1/20,C10K1/26,B01D53/14,100,B01D53/62,B01D53/81,B01D53/82,B01D53/83,B01D53/96,C01B32/50","(57)【要約】
  本発明は、炭素燃料の改質、ガス化又は燃焼のプロセ<BR>スから生じるガスの流れからＣＯ２を捕獲するための循<BR>環する方法を含む。上記の方法は、少なくともＣａＯ及<BR>び金属又は金属の酸化の形態を含む固体と反応する上記<BR>のガスの流れに基づく。上記の方法は、ＣａＣＯ３の分<BR>解を招く反応の間に放たれる熱のための十分な発熱還元<BR>反応を受けることができる金属の酸化の形態を特徴とす<BR>る。本発明に係る方法の熱力学的及び速度論的な特質は<BR>、炭化水素の改質又は炭素燃料の燃焼のようなプロセス<BR>に由来するガスの流れに存在するＣＯ２を除去すること<BR>に理想的とする。
","特表2013-504421","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2013-504421/940A244622ECED40BDAB6D8EA49F1078719F71131923DFF71388E1A5A42D906A/11/ja"
"特開2011-057493","特願2009-207759","2009/09/09","2011/03/24","炭酸ガス回収装置","木村　健,木村　紀子,佐藤　淳子,木村　茂","B01D53/18@B,B01D53/34,135@Z,C01B31/20@B,B01D53/18,120,B01D53/62,B01D53/78,B01D53/96,C01B32/50","(57)【要約】
【課題】炭酸ガス回収効率の向上と低コスト化をはかり<BR>、地球環境保全に貢献。
【解決手段】水平な煙道ドラム内において、等速回転す<BR>る籠型回転円筒体の外周面に一定間隔毎に取り付けられ<BR>た掬い上げ樋が下部液槽内より汲み上げた吸収液を籠型<BR>回転円筒体の上方位置において籠型回転円筒体内に順次<BR>散布し、該籠型回転円筒体内部に装填された多数の気・<BR>液接触用充填物により排ガスとの気・液接触を促進して<BR>炭酸ガスの回収をおこなわせるようにしたために、炭酸<BR>ガス吸収液を籠型回転円筒体上方へ揚液するポンプや配<BR>管、ディストリビュータ不要で、主要構造部材をライニ<BR>ングするだけで耐食性が維持でき、結果炭酸ガス吸収水<BR>溶液の濃度を上げて省エネ・低コストを実現。液槽内の<BR>各液室内には各々液温コントロール手段が設けられ、反<BR>応熱の悪影響を防止するための温度コントロールも自在<BR>、炭酸ガス吸収液の炭酸ガス吸収能力を略１００％近く<BR>発揮させることが可能になる。
【選択図】図１
","特開2011-057493","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-057493/805FDBDD3FAF9C11177BB72942DB016F984D2192D058AEF4C6DEE5636A69FBA7/11/ja"
"特開2011-057485","特願2009-207078","2009/09/08","2011/03/24","二酸化炭素回収装置","株式会社東芝","B01D53/14,103,B01D53/34,135@Z,C01B31/20@B,B01D53/14,220,B01D53/62,B01D53/78,B01D53/96,C01B32/50","(57)【要約】      （修正有）
【課題】吸収液を再生するためにリボイラーに投入する<BR>熱量（再生エネルギー）を低減できる二酸化炭素回収装<BR>置を提供する。
【解決手段】処理温度の低い低温再生塔５で再生された<BR>比較的二酸化炭素濃度の高いセミリーン液４ｂを２分割<BR>し、一方を吸収塔３の中段部に供給し、他方を処理温度<BR>の高い高温再生塔６に供給する。高温再生塔６は、セミ<BR>リーン液４ｂから二酸化炭素ガスを除去して二酸化炭素<BR>濃度の低いリーン液４ｃを排出し、吸収塔３の塔頂部に<BR>供給する。二酸化炭素回収装置を循環する吸収液の一部<BR>のみをリーン液４ｃに再生するため、再生エネルギーを<BR>低減できる。
【選択図】図１
","特開2011-057485","","特許5349221","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-057485/6071086E0684A3C5E56FDDFDB7EEBB63E7EA5BB9D0F09F4884888F2B1D2EBD12/11/ja"
"特開2011-057265","特願2009-209996","2009/09/11","2011/03/24","脱酸素剤包装体、その連包体、カバーフィルム付き連包体、生肉入り密閉容器及び生肉の保存方法","三菱瓦斯化学株式会社","A23B4/00@A,A23B4/00@E,B01D53/14@B,B65D65/02@E,B65D75/42,B65D81/26@E,B65D81/26@R,B65D85/50@B,B01D53/14,311,B65D85/50,110,A23B4/20@Z,A23B4/24","(57)【要約】
【課題】炭酸ガス共存下、または低温下などの一般に脱<BR>酸素するには過酷な条件下であっても、脱酸素を高速で<BR>行うことができる脱酸素剤包装体等を提供すること。
【解決手段】脱酸素剤組成物を収納する通気性包装材を<BR>有する脱酸素剤包装体であって、脱酸素剤組成物が、鉄<BR>粉１００質量部に対して、ハロゲン化ナトリウムを０．<BR>１～２０質量部、水を２０～８０質量部、活性炭を０．<BR>０１～１３０質量部配合させてなり、脱酸素剤包装体の<BR>うち少なくとも通気性包装材が６０秒／１００ｍＬ以下<BR>のガーレ式透気度を有する、脱酸素剤包装体。
【選択図】図１
","特開2011-057265","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-057265/050E81050A2885D792BD1D0C4598FD5636BCA41B75950E0F07732B36606ECAC8/11/ja"
"特開2011-056399","特願2009-208839","2009/09/10","2011/03/24","二酸化炭素回収装置","株式会社東芝","B01D29/08,520@A,B01D29/38,510@B,B01D29/38,520@A,B01D53/14@C,B01D53/14,103,B01D53/34,135@Z,B01D63/02,B01D71/36,C01B31/20@B,B01D53/14,200,B01D53/14,220,B01D53/62,B01D53/78,B01D53/96,C01B32/50","(57)【要約】
【課題】熱損失を抑制した二酸化炭素回収装置を提供す<BR>ること目的とする。
【解決手段】本発明に係る二酸化炭素回収装置は、二酸<BR>化炭素を含む排ガスと、所定の温度を挟んで可逆的に二<BR>酸化炭素を吸収又は放出する吸収液とを接触させ、排ガ<BR>ス中の二酸化炭素を吸収液に吸収させる吸収器と、吸収<BR>器で二酸化炭素を吸収した吸収液を加熱して吸収液中の<BR>二酸化炭素を放出させる再生器と、再生器で再生された<BR>吸収液を、吸収液を吸収器に還流させる還流配管系と、<BR>吸収液の少なくとも一部を導入して、この導入した吸収<BR>液に蓄積する固形分を除去し、この固形分を除去した後<BR>の吸収液を吸収液の導入箇所近傍へ返送するろ過器と、<BR>を具備する。
【選択図】図１
","特開2011-056399","","特許4881412","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-056399/823B654A392491218AA5FC74043AB785EAE209C8255E2F8A5BB20ED1A6433338/11/ja"
"特開2011-056372","特願2009-207624","2009/09/09","2011/03/24","二酸化炭素の回収利用方法及び装置","株式会社ＩＨＩ","B01D53/34,125@E,B01D53/34,129@B,B01D53/34,135@Z,B01J19/00@A,C01B31/20@Z,C08G64/34,B01D53/50,245,B01D53/56,300,B01D53/62,B01D53/75,B01D53/76,B01D53/78,B01D53/79,B01D53/80,B01D53/96,C01B32/50","(57)【要約】
【課題】二酸化炭素を回収する際のコストを低減すると<BR>共に、二酸化炭素の排出を抑制する二酸化炭素の回収利<BR>用方法及び装置を提供する。
【解決手段】原料を燃焼する燃焼手段１と、
  燃焼手段１で生じる排ガスから回収された二酸化炭素<BR>と、外部から供給されたエポキシドとを反応させて合成<BR>ポリマーにする反応槽１１と、
  反応槽１１で合成した合成ポリマーを原料として燃焼<BR>手段１に供給する供給ライン１２とを備える。
【選択図】図１
","特開2011-056372","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-056372/0DFA8692079560C5634AA8C54180C0E6D512676E2CD3E55ED718A8DBF2C9FF50/11/ja"
"特表2013-504413","特願2012-528342","2010/09/07","2011/03/17","銑鉄製造設備からの排ガス又は合成ガス設備からの排ガスなどの排ガスからＣＯ２を除去するための方法","シーメンス・ファオアーイー・メタルズ・テクノロジーズ・ゲーエムベーハー,レール・リキード・ソシエテ・アノニム・プール・レテュード・エ・レクスプロワタシオン・デ・プロセデ・ジョルジュ・クロード","B01D53/14@C,B01D53/34,135@Z,C01B31/20@B,C21B11/00,C21B13/00,F27D17/00,104@G,B01D53/14,200,B01D53/62,B01D53/78,B01D53/96,C01B32/50","(57)【要約】
  銑鉄製造設備からの排ガス、又は合成ガス設備からの<BR>排ガスなどの排ガス（９）からＣＯ２を除去するための<BR>方法が示されている。当該方法においては、ＣＯ２は化<BR>学吸収及び／又は物理吸収によって除去される。吸収剤<BR>を再生するための熱は、少なくとも部分的に、空気分離<BR>設備（２３）から得られる。それによって、ＣＯ２は排<BR>ガスから、圧力スイング吸着法の場合よりも多く、他の<BR>ガスから分離され得る。そのために、低次のエネルギー<BR>担体が付加的に用いられる。
","特表2013-504413","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2013-504413/C57CE7F71611B7FD15AC9AF02E98E9839598C750043C6EE01091C9D2C974C157/11/ja"
"特開2011-050808","特願2009-199520","2009/08/31","2011/03/17","充填材、脱硫器、及び二酸化炭素回収システム","株式会社東芝","B01D53/18@C,B01D53/34,125@K,B01D53/34,135@Z,B01J20/28@A,C01B31/20@B,B01D53/18,130,B01D53/50,270,B01D53/62,B01D53/75,B01D53/78,B01D53/96,C01B32/50","(57)【要約】      （修正有）
【課題】二酸化炭素吸収液の劣化を防止できる脱硫器を<BR>備えた、燃焼排ガスからの二酸化炭素回収システムを提<BR>供する。
【解決手段】円筒部材２の外周面にカルボキシル基又は<BR>ヒドロキシル基を有するゲルの間に、活性炭を含んだエ<BR>ポキシ樹脂４を配置した保水ゲルフィルム３が形成され<BR>た複数の充填剤１よりなる充填層を形成し、該充填層に<BR>吸収液として水または海水を供給することにより、燃焼<BR>排ガスから亜硫酸ガスを除去したた後、該燃焼排ガスを<BR>二酸化炭素吸収塔へ導入する。
【選択図】図１
","特開2011-050808","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-050808/54E747D89EA4F90E4BB8FC818C7D339C0F66AD140639FF13ED204235681081E5/11/ja"
"特表2013-503808","特願2012-527372","2010/09/02","2011/03/10","低ＣＯ２含量を有する少なくとも一つのガス及び高ＣＯ２含量を有する少なくとも一つの流体を製造する方法","レール・リキード－ソシエテ・アノニム・プール・レテュード・エ・レクスプロワタシオン・デ・プロセデ・ジョルジュ・クロード","B01D53/34,135@Z,C01B31/20@B,F25J1/00@D,F25J5/00,B01D53/62,B01D53/76,B01D53/78,B01D53/81,C01B32/50","(57)【要約】
  本発明は、ＣＯ２及びＣＯ２より揮発性である少なく<BR>とも一つの化合物を含有する処理されるべき流体から、<BR>低ＣＯ２含量を有する少なくとも一つのガス及び高ＣＯ<BR>２含量を有する一以上の流体を生成する方法に関し、該<BR>方法は、少なくとも以下のステップを実行する：ａ）前<BR>記処理されるべき流体の冷却；及びｂ）ステップａ）に<BR>おいて冷却された前記流体の、低ＣＯ２含量と一以上の<BR>高ＣＯ２含量流体とへの、低温での分離；ステップａ）<BR>において実行される冷却の少なくとも一部は、一以上の<BR>再生熱交換器において、低ＣＯ２含量を有するガスの少<BR>なくとも一つの画分との熱交換によって行われる。
【選択図】図２
","特表2013-503808","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2013-503808/5447086FF4818457490CBCC59343E01E6508D1944433EBCEC551EE39D30BF60E/11/ja"
"特開2011-047364","特願2009-198370","2009/08/28","2011/03/10","蒸気タービン発電設備およびその運転方法","株式会社東芝","B01D53/14@C,B01D53/14,103,B01D53/34,135@Z,F01D25/12@A,F01K9/00@F,F01K11/02,F01K17/02,F01K27/02@Z,F03G6/00,531,B01D53/14,200,B01D53/14,220,B01D53/62,B01D53/78,B01D53/79,B01D53/96","(57)【要約】
【課題】二酸化炭素回収システムに必要なエネルギ源と<BR>して、太陽熱を利用した蒸気タービンで発電をした後の<BR>エクセルギの低い排出蒸気を利用することにより、エネ<BR>ルギの損失を抑制し、高い発電効率が得られる蒸気ター<BR>ビン発電設備およびその運転方法を提供する。
【解決手段】蒸気タービン発電設備１０は、燃焼熱を利<BR>用して蒸気を発生させるボイラ２１や太陽光を利用して<BR>蒸気を発生させる集熱蒸気発生装置３１からの蒸気によ<BR>って蒸気タービンを駆動し発電を行う蒸気タービン設備<BR>２０と、ボイラ２１などからの燃焼ガス中に含まれる二<BR>酸化炭素を回収する二酸化炭素回収設備６０とを備える<BR>。また、集熱蒸気発生装置３１からの蒸気は、太陽熱蒸<BR>気タービン３２に導かれ、膨張仕事をした後、その一部<BR>が、配管５１を介して二酸化炭素回収設備６０へ導かれ<BR>、再生塔８０の吸収液１００を加熱する。
【選択図】図１
","特開2011-047364","","","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-047364/3D78F7CA2A200DCC80CB55CC2405B7E62CA35984B073295C08B5C14117F0229A/11/ja"
"特開2011-042554","特願2010-046923","2010/03/03","2011/03/03","測定装置、測定方法、及び二酸化炭素回収システム","株式会社東芝","B01D53/14,103,B01D53/34,135@Z,C01B31/20@B,G01N1/22@L,G01N30/00@A,G01N30/00@C,G01N30/00@G,G01N30/12@L,G01N30/26@M,G01N30/54@D,G01N30/54@F,B01D53/14,220,B01D53/62,B01D53/78,B01D53/96,C01B32/50","(57)【要約】      （修正有）
【課題】二酸化炭素回収システムの循環吸収液の二酸化<BR>炭素含有量を速やかに測定できる測定装置、測定方法、<BR>及びびこのような測定装置を備える二酸化炭素回収シス<BR>テムの提供。
【解決手段】測定装置は、無機ガスが溶け込んだ有機溶<BR>液を気化し、キャリアガスと共に放出する気化部２と、<BR>気化部２から放出されたガスが供給され、第１の温度に<BR>おいて、有機ガスを保持すると共に無機ガスを通過させ<BR>、前記第１の温度より高い第２の温度において、保持し<BR>ている有機ガスを放出する有機ガス保持部３と、有機ガ<BR>ス保持部３を通過した前記無機ガスに含まれる無機成分<BR>を分離して放出する無機ガス分離部５と、有機ガス保持<BR>部３から放出された前記有機ガスに含まれる有機成分を<BR>分離して放出する有機ガス分離部６と、無機ガス分離部<BR>５から放出された前記無機成分及び有機ガス分離部６か<BR>ら放出された前記有機成分を検知する検知部７と、を備<BR>える。
【選択図】図１
","特開2011-042554","","特許5479949","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-042554/1E0CD7E860911FC1AA0FB679A0C7F253F629481B4F9E946244F39C2BB39EEBF5/11/ja"
"実登3166126","実願2010-003143","2010/04/22","2011/02/24","大気中に拡散した二酸化炭素の回収装置","大月　進,金成　まり子","B01D53/18@A,B01J19/00@A,C01B31/20@Z,B01D53/18,110,C01B32/50","(57)【要約】      （修正有）
【課題】数の多い小規模な二酸化炭素発生源から大気中<BR>に放出され拡散した二酸化炭素を効率良く回収、固定化<BR>する装置を提供する。
【解決手段】水を張った水槽３内に布袋４を設置、布袋<BR>内には消石灰粉を加工した消石灰粒を筒内５に収納、常<BR>に高濃度の水酸化カルシウム溶液を保持させる。大気を<BR>誘導管１を介して圧送し、微泡散気管２を通じて溶液と<BR>気液接触させ、反応に伴って生成される炭酸カルシウム<BR>を布袋底部に沈殿させて回収し、有効利用する。
【選択図】図１
","","","実登3166126","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-3166126/E37413859FE02FF4A19BF40A8B34F114A50D70F80F1AF7A2E4AE14FA1CE42EDE/25/ja"
"特開2011-036801","特願2009-186368","2009/08/11","2011/02/24","ガス処理装置","株式会社流機エンジニアリング","B01D53/10,B01D53/26,101@Z,B01D53/34,120@D,B01D53/34,131,B01D53/34,134@A,B01D53/34,135@Z,B01D53/26,200,B01D53/58,B01D53/62,B01D53/68,100,B01D53/72,B01D53/81,B01D53/96","(57)【要約】
【課題】エネルギーコストを削減することができるガス<BR>処理装置とする。
【解決手段】ガスＧ１中の被処理物質を吸着剤Ｃに吸着<BR>させる吸着系と、吸着剤Ｃから被処理物質を脱着させる<BR>脱着系とを有するガス処理装置であって、吸着系として<BR>、ガスＧ１が流されるガス路Ｘ１と、このガス路Ｘ１に<BR>吸着剤Ｃを粉体の状態で供給する吸着剤供給手段と、吸<BR>着剤Ｃが供給されたガスＧ１が通される第１のフィルタ<BR>ー１４Ａとを備え、脱着系として、加熱ガスＧ３が流さ<BR>れる加熱路Ｘ２と、この加熱路Ｘ２に第１のフィルター<BR>１４Ａで捕捉された捕捉吸着剤Ｃ２を供給する捕捉吸着<BR>剤供給手段１５と、捕捉吸着剤Ｃ２が供給された加熱ガ<BR>スＧ３が通される第２のフィルター２１Ａとを備える。
【選択図】図１
","特開2011-036801","","特許5317885","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-036801/065E58FC822A7F06E22734716C49C329B186F22F4615041D44C5835C1E42D2EF/11/ja"
"特開2011-036730","特願2009-183352","2009/08/06","2011/02/24","ＣＯ２回収装置排ガスの処理方法","バブコック日立株式会社","B01D53/34,135@Z,C01B31/20@B,B01D53/62,B01D53/73,B01D53/75,B01D53/78,B01D53/96,C01B32/50","(57)【要約】
【課題】CO2回収工程から排出される排ガス中に含まれ<BR>る低濃度のアミン類を、低温かつ高効率で除去できる方<BR>法を提供する。
【解決手段】二酸化炭素（CO2）および窒素酸化物を含<BR>有する排ガスをアミン類を含む吸収液と接触させてCO2<BR>を吸収除去後、130～250℃の温度で酸化チタンとバナジ<BR>ウム(V)の酸化物、または、酸化チタンとバナジウム(V)<BR>の酸化物、およびモリブデン(Mo)もしくはタングステン<BR>(W)の酸化物からなる触媒と接触させ、アミン類を酸化<BR>、除去する二酸化炭素含有排ガスの処理方法。
【選択図】図１
","特開2011-036730","","特許5350935","","","","","https://www.j-platpat.inpit.go.jp/c1800/PU/JP-2011-036730/DB94F52179064B1C8C630BBE8522D657ECC4087E452F88B153F4150521623370/11/ja"
